Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.java_websocket.issues,Issue666Test,testServer,Complex Conditional,The conditional expression !name.startsWith("WebSocketSelector-") && !name.startsWith("WebSocketWorker-") && !name.startsWith("connectionLostChecker-") is complex.,46
.,org.java_websocket.issues,Issue666Test,testServer,Long Statement,The length of the statement "if (!name.startsWith("WebSocketSelector-") && !name.startsWith("WebSocketWorker-") && !name.startsWith("connectionLostChecker-")) {" is 131.,46
.,org.java_websocket.issues,Issue666Test,testClient,Complex Conditional,The conditional expression !name.startsWith("connectionLostChecker-") && !name.startsWith("WebSocketWriteThread-") && !name.startsWith("WebSocketConnectReadThread-") is complex.,91
.,org.java_websocket.issues,Issue666Test,testClient,Long Statement,The length of the statement "if (!name.startsWith("connectionLostChecker-") && !name.startsWith("WebSocketWriteThread-") && !name.startsWith("WebSocketConnectReadThread-")) {" is 145.,91
.,org.java_websocket.issues,Issue713Test,testIllegalArgument,Empty catch clause,The method has an empty catch block.,51
.,org.java_websocket.issues,Issue713Test,testIllegalArgument,Empty catch clause,The method has an empty catch block.,51
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 2000,94
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 10,94
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 10,94
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 5,94
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 8,94
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 6,94
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 4,94
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 2,94
.,org.java_websocket.issues,Issue713Test,testIssue,Magic Number,The method contains a magic number: 5,94
.,org.java_websocket.issues,Issue713Test,onStart,Magic Number,The method contains a magic number: 10,116
.,org.java_websocket.issues,Issue732Test,testIssue,Empty catch clause,The method has an empty catch block.,51
.,org.java_websocket.issues,Issue732Test,testIssue,Empty catch clause,The method has an empty catch block.,51
.,org.java_websocket.issues,Issue732Test,testIssue,Empty catch clause,The method has an empty catch block.,51
.,org.java_websocket.issues,Issue732Test,testIssue,Magic Number,The method contains a magic number: 2000,51
.,org.java_websocket.issues,Issue732Test,onOpen,Empty catch clause,The method has an empty catch block.,55
.,org.java_websocket.issues,Issue732Test,onClose,Empty catch clause,The method has an empty catch block.,75
.,org.java_websocket.issues,Issue732Test,onError,Empty catch clause,The method has an empty catch block.,85
.,org.java_websocket.issues,Issue764Test,testIssue,Magic Number,The method contains a magic number: 2000,55
.,org.java_websocket.issues,Issue811Test,testSetConnectionLostTimeout,Magic Number,The method contains a magic number: 2000,42
.,org.java_websocket.issues,Issue811Test,testSetConnectionLostTimeout,Magic Number,The method contains a magic number: 60,42
.,org.java_websocket.issues,Issue811Test,testSetConnectionLostTimeout,Magic Number,The method contains a magic number: 1000,42
.,org.java_websocket.issues,Issue811Test,testSetConnectionLostTimeout,Magic Number,The method contains a magic number: 20,42
.,org.java_websocket.issues,Issue811Test,run,Magic Number,The method contains a magic number: 60,48
.,org.java_websocket.issues,Issue825Test,testIssue,Magic Number,The method contains a magic number: 15000,53
.,org.java_websocket.issues,Issue825Test,testIssue,Magic Number,The method contains a magic number: 3,53
.,org.java_websocket.issues,Issue825Test,testIssue,Magic Number,The method contains a magic number: 3,53
.,org.java_websocket.issues,Issue825Test,testIssue,Magic Number,The method contains a magic number: 10,53
.,org.java_websocket.issues,Issue825Test,testIssue,Magic Number,The method contains a magic number: 10000,53
.,org.java_websocket.issues,Issue825Test,testIssue,Magic Number,The method contains a magic number: 100,53
.,org.java_websocket.issues,Issue834Test,testNoNewThreads,Magic Number,The method contains a magic number: 1000,15
.,org.java_websocket.issues,Issue847Test,data,Magic Number,The method contains a magic number: 2,66
.,org.java_websocket.issues,Issue847Test,startServer,Empty catch clause,The method has an empty catch block.,75
.,org.java_websocket.issues,Issue847Test,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes("HTTP/1.1 101 Websocket Connection Upgrade\r\nUpgrade: websocket\r\nConnection: Upgrade\r\n" + KeyUtils.getSecKey(seckey) + "\r\n"));" is 170.,75
.,org.java_websocket.issues,Issue847Test,startServer,Magic Number,The method contains a magic number: 10,75
.,org.java_websocket.issues,Issue847Test,startServer,Magic Number,The method contains a magic number: 2,75
.,org.java_websocket.issues,Issue847Test,startServer,Magic Number,The method contains a magic number: 5,75
.,org.java_websocket.issues,Issue847Test,startServer,Magic Number,The method contains a magic number: 2,75
.,org.java_websocket.issues,Issue847Test,run,Empty catch clause,The method has an empty catch block.,80
.,org.java_websocket.issues,Issue847Test,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes("HTTP/1.1 101 Websocket Connection Upgrade\r\nUpgrade: websocket\r\nConnection: Upgrade\r\n" + KeyUtils.getSecKey(seckey) + "\r\n"));" is 170.,80
.,org.java_websocket.issues,Issue847Test,run,Magic Number,The method contains a magic number: 10,80
.,org.java_websocket.issues,Issue847Test,run,Magic Number,The method contains a magic number: 2,80
.,org.java_websocket.issues,Issue847Test,run,Magic Number,The method contains a magic number: 5,80
.,org.java_websocket.issues,Issue847Test,run,Magic Number,The method contains a magic number: 2,80
.,org.java_websocket.issues,Issue847Test,testIncrementalFrameUnmasked,Magic Number,The method contains a magic number: 5000,147
.,org.java_websocket.issues,Issue847Test,testIncrementalFrameMsked,Magic Number,The method contains a magic number: 5000,152
.,org.java_websocket.issues,Issue855Test,testIssue,Magic Number,The method contains a magic number: 2000,45
.,org.java_websocket.issues,Issue879Test,QuickStopTest,Magic Number,The method contains a magic number: 10000,61
.,org.java_websocket.issues,Issue879Test,QuickStopTest,Magic Number,The method contains a magic number: 100,61
.,org.java_websocket.issues,Issue879Test,data,Magic Number,The method contains a magic number: 25,129
.,org.java_websocket.issues,Issue879Test,data,Magic Number,The method contains a magic number: 25,129
.,org.java_websocket.issues,Issue890Test,testWithSSLSession,Magic Number,The method contains a magic number: 4000,59
.,org.java_websocket.issues,Issue890Test,testWithOutSSLSession,Magic Number,The method contains a magic number: 4000,95
.,org.java_websocket.issues,Issue900Test,testIssue,Magic Number,The method contains a magic number: 2000,50
.,org.java_websocket.issues,Issue962Test,testIssue,Magic Number,The method contains a magic number: 2000,89
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_Client127_CheckActive,Long Statement,The length of the statement "SSLWebSocketClient client=testIssueWithLocalServer("127.0.0.1"`SocketUtil.getAvailablePort()`SSLContextUtil.getLocalhostOnlyContext()`SSLContextUtil.getLocalhostOnlyContext()`"HTTPS");" is 184.,59
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_Client127_CheckActive,Magic Number,The method contains a magic number: 2000,59
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_Client127_CheckInactive,Long Statement,The length of the statement "SSLWebSocketClient client=testIssueWithLocalServer("127.0.0.1"`SocketUtil.getAvailablePort()`SSLContextUtil.getLocalhostOnlyContext()`SSLContextUtil.getLocalhostOnlyContext()`"");" is 179.,69
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_Client127_CheckInactive,Magic Number,The method contains a magic number: 2000,69
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_Client127_CheckDefault,Long Statement,The length of the statement "SSLWebSocketClient client=testIssueWithLocalServer("127.0.0.1"`SocketUtil.getAvailablePort()`SSLContextUtil.getLocalhostOnlyContext()`SSLContextUtil.getLocalhostOnlyContext()`null);" is 181.,78
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_Client127_CheckDefault,Magic Number,The method contains a magic number: 2000,78
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_ClientLocalhost_CheckActive,Long Statement,The length of the statement "SSLWebSocketClient client=testIssueWithLocalServer("localhost"`SocketUtil.getAvailablePort()`SSLContextUtil.getLocalhostOnlyContext()`SSLContextUtil.getLocalhostOnlyContext()`"HTTPS");" is 184.,87
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_ClientLocalhost_CheckActive,Magic Number,The method contains a magic number: 2000,87
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_ClientLocalhost_CheckInactive,Long Statement,The length of the statement "SSLWebSocketClient client=testIssueWithLocalServer("localhost"`SocketUtil.getAvailablePort()`SSLContextUtil.getLocalhostOnlyContext()`SSLContextUtil.getLocalhostOnlyContext()`"");" is 179.,97
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_ClientLocalhost_CheckInactive,Magic Number,The method contains a magic number: 2000,97
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_ClientLocalhost_CheckDefault,Long Statement,The length of the statement "SSLWebSocketClient client=testIssueWithLocalServer("localhost"`SocketUtil.getAvailablePort()`SSLContextUtil.getLocalhostOnlyContext()`SSLContextUtil.getLocalhostOnlyContext()`null);" is 181.,106
.,org.java_websocket.issues,Issue997Test,test_localServer_ServerLocalhost_ClientLocalhost_CheckDefault,Magic Number,The method contains a magic number: 2000,106
.,org.java_websocket.issues,Issue997Test,testIssueWithLocalServer,Long Identifier,The length of the parameter endpointIdentificationAlgorithm is 31.,116
.,org.java_websocket.issues,Issue997Test,testIssueWithLocalServer,Long Identifier,The length of the field endpointIdentificationAlgorithm is 31.,116
.,org.java_websocket.issues,Issue997Test,testIssueWithLocalServer,Long Parameter List,The method has 5 parameters. ,116
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,startServer,Complex Method,Cyclomatic complexity of the method is 14,56
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,startServer,Empty catch clause,The method has an empty catch block.,56
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,run,Complex Method,Cyclomatic complexity of the method is 14,61
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,run,Empty catch clause,The method has an empty catch block.,61
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase0,Magic Number,The method contains a magic number: 5000,154
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase1,Magic Number,The method contains a magic number: 5000,159
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase2,Magic Number,The method contains a magic number: 5000,164
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase2,Magic Number,The method contains a magic number: 2,164
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase3,Magic Number,The method contains a magic number: 5000,169
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase3,Magic Number,The method contains a magic number: 3,169
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase4,Magic Number,The method contains a magic number: 5000,174
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase4,Magic Number,The method contains a magic number: 4,174
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase5,Magic Number,The method contains a magic number: 5000,179
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase5,Magic Number,The method contains a magic number: 5,179
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase6,Magic Number,The method contains a magic number: 5000,184
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase6,Magic Number,The method contains a magic number: 6,184
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase7,Magic Number,The method contains a magic number: 5000,189
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase7,Magic Number,The method contains a magic number: 7,189
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase8,Magic Number,The method contains a magic number: 5000,194
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase8,Magic Number,The method contains a magic number: 8,194
.,org.java_websocket.misc,OpeningHandshakeRejectionTest,testHandshakeRejectionTestCase9,Magic Number,The method contains a magic number: 5000,199
